Local Authority Asset Number,Street Name,Ward Name,Postcode,Description,Switch Regime,Wattage,Lamp Type,Column Type,Column Height,Heritage Status,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Organisation URI,Last Uploaded
709414,MOUNT PLEASANT,Holborn and Covent Garden,WC1X 0AH,O/S 1 TO 30 LAYSTALL COURT,35/18,42,Generic LED Lighting,Lighting Column,500,No,531031,182161,-0.112679,51.523175,POINT (-0.112679 51.523175),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
701359,KINGSGATE ROAD,Kilburn,NW6 4TD,O/S 11,35/18,42,Generic LED Lighting,Lighting Column,600,No,525264,183987,-0.195112,51.540893,POINT (-0.195112 51.540893),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
7010565,EAGLE STREET,Holborn and Covent Garden,WC1R 4AQ,O/S 44,35/18,29,Generic LED Lighting,Lighting Column,600,No,530722,181660,-0.117316,51.518744,POINT (-0.117316 51.518744),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
704062,BERTRAM STREET,Highgate,N19 5DF,OPP PUB AT J/W CHESTER RD,35/18,29,Generic LED Lighting,Lighting Column,600,No,528823,186589,-0.142868,51.563476,POINT (-0.142868 51.563476),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
707983,DRUMMOND STREET,Regent's Park,NW1 3HP,OPP. PUB,35/18,48,Generic LED Lighting,Lighting Column,800,No,529083,182441,-0.14064,51.52614,POINT (-0.14064 51.52614),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
7010759,LINCOLN'S INN FIELDS,Holborn and Covent Garden,WC2A 3BP,O/S NO 8,35/18,44,Generic LED Lighting,Lighting Column,400,Yes,530692,181443,-0.117829,51.516801,POINT (-0.117829 51.516801),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
70185,FORDWYCH ROAD,Fortune Green,NW2 3TN,O/S 55,35/18,48,Generic LED Lighting,Lighting Column,800,No,524710,184934,-0.202761,51.549526,POINT (-0.202761 51.549526),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
705142,CHALK FARM ROAD,Haverstock,NW1 8AH,OPP. NO. 28,35/18,93,Generic LED Lighting,Lighting Column,800,No,528576,184240,-0.147287,51.542423,POINT (-0.147287 51.542423),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
703899,LANCASTER DRIVE,Belsize,NW3 4HB,S/O NO 37 LANCASTER GROVE,35/18,21,Generic LED Lighting,Lighting Column,500,No,527059,184610,-0.169017,51.546091,POINT (-0.169017 51.546091),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
704915,SWAIN'S LANE,Highgate,N6 6PL,S/O NO. 89,35/18,38,Generic LED Lighting,Lighting Column,500,Yes,528509,187141,-0.147194,51.568509,POINT (-0.147194 51.568509),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
7010794,MILLMAN STREET,Holborn and Covent Garden,WC1N 3EQ,O/S 24,35/18,29,Generic LED Lighting,Lighting Column,500,No,530706,182093,-0.117386,51.522639,POINT (-0.117386 51.522639),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
702987,MACKESON ROAD,Gospel Oak,NW3 2PA,S/O NO 43 AGINCOURT RD,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,527639,185532,-0.160323,51.554246,POINT (-0.160323 51.554246),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
701476,PRIORY ROAD,Kilburn,NW6 4SG,O/S 14,35/18,29,Generic LED Lighting,Lighting Column,800,No,525586,183825,-0.190529,51.539366,POINT (-0.190529 51.539366),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
709405,MECKLENBURGH STREET,King's Cross,WC1N 2AN,OPP NO 3,35/18,48,Generic LED Lighting,Lighting Column,800,No,530626,182476,-0.118397,51.5261,POINT (-0.118397 51.5261),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
709276,HARRISON STREET,King's Cross,WC1X 8RB,SAME,35/18,61,Generic LED Lighting,Lighting Column,600,No,530549,182673,-0.119433,51.527888,POINT (-0.119433 51.527888),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
705709,TASKER ROAD,Gospel Oak,NW3 2YR,OPP NO 4,35/18,29,Generic LED Lighting,Lighting Column,500,No,527815,185160,-0.157921,51.550863,POINT (-0.157921 51.550863),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
7010825,NORTHINGTON STREET,Holborn and Covent Garden,WC1N 2NW,S/O NO. 18,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,500,No,530765,182011,-0.116567,51.521889,POINT (-0.116567 51.521889),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
706619,GLOUCESTER AVENUE,Camden Town with Primrose Hill,NW1 7BB,OPP NO 57,35/18,104,LED Street Lights,Lighting Column,700,Yes,528415,183907,-0.149729,51.539467,POINT (-0.149729 51.539467),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
702641,CRESSY ROAD,Gospel Oak,NW3 2PA,S/O NO. 29,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,527592,185556,-0.160992,51.554473,POINT (-0.160992 51.554473),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
703554,BELSIZE SQUARE,Belsize,NW3 4HU,O/S NO 28/29,35/18,38,Generic LED Lighting,Lighting Column,600,Yes,527028,184717,-0.169426,51.54706,POINT (-0.169426 51.54706),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
707561,ROSSENDALE WAY,St Pancras and Somers Town,NW1 0XB,OUTSIDE 5 - 7,35/18,60,Cosmopolis,Lighting Column,600,No,529453,184018,-0.13473,51.540227,POINT (-0.13473 51.540227),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
7010939,RED LION SQUARE,Holborn and Covent Garden,WC1R 4QH,O/S NO 12,35/18,42,Generic LED Lighting,Lighting Column,800,No,530609,181677,-0.118938,51.518923,POINT (-0.118938 51.518923),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
704137,CHESTER ROAD,Highgate,N19 5DH,BY CORNER OF LIBRARY,35/18,86,Generic LED Lighting,Lighting Column,800,No,528732,186641,-0.144161,51.563965,POINT (-0.144161 51.563965),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
708550,GRAFTON WAY,Bloomsbury,W1T 6AQ,OPP J/W GRAFTON MEWS,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529232,182104,-0.138617,51.523077,POINT (-0.138617 51.523077),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
704038,WINCHESTER ROAD,Swiss Cottage,NW3 3NR,OPP J/W FELLOWS RD,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,526841,184277,-0.17228,51.543147,POINT (-0.17228 51.543147),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
705423,MAITLAND PARK VILLAS,Haverstock,NW3 2EG,O/S BEECH HSE,35/18,90,Cosmopolis,Lighting Column,800,No,527926,184845,-0.156436,51.548007,POINT (-0.156436 51.548007),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
7010194,PHOENIX STREET,Holborn and Covent Garden,WC2H 0JP,S/O NO. 1,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529888,181142,-0.129521,51.514281,POINT (-0.129521 51.514281),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
709732,BLOOMSBURY SQUARE,Bloomsbury,WC1A 2NS,BY VICTORIA HALLS,35/18,36,Generic LED Lighting,Lighting Column,500,No,530374,181697,-0.122316,51.519157,POINT (-0.122316 51.519157),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
70219,FORTUNE GREEN ROAD,Fortune Green,NW6 1DT,O/S 56,35/18,86,Generic LED Lighting,Lighting Column,800,No,525161,185442,-0.196079,51.553992,POINT (-0.196079 51.553992),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
570577,STREATLEY PLACE,Hampstead Town,NW3 1HP,,35/18,100,High Pressure Sodium,Wall Light,,,526415,185859,-0.177851,51.55746,POINT (-0.177851 51.55746),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
702944,KEATS GROVE,Hampstead Town,NW3 2RP,O/S 7-9,35/18,60,Cosmopolis,Lighting Column,400,Yes,527171,185657,-0.167025,51.555475,POINT (-0.167025 51.555475),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
707159,CAMDEN HIGH STREET,Camden Town with Primrose Hill,NW1 7BX,O/S 248,35/18,54,Generic LED Lighting,Lighting Column,1000,No,528759,184088,-0.144706,51.541015,POINT (-0.144706 51.541015),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
7010554,DORRINGTON STREET,Holborn and Covent Garden,EC1N 8PQ,1 ST FROM LEATHER LANE,35/18,42,Generic LED Lighting,Lighting Column,500,No,531266,181780,-0.109436,51.519697,POINT (-0.109436 51.519697),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
701677,WEST END LANE,Kilburn,NW6 4SS,JCT. WITH ABBOTT'S PLACE,35/18,60,Cosmopolis,Lighting Column,600,No,525516,183980,-0.191482,51.540774,POINT (-0.191482 51.540774),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:58 AM
709605,BAYLEY STREET,Bloomsbury,WC1B 3HD,OPPOSITE MORWELL STREET,35/18,56,Generic LED Lighting,Lighting Column,800,No,529717,181639,-0.131801,51.518787,POINT (-0.131801 51.518787),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
705986,JEFFREY'S STREET,Cantelowes,NW1 9NJ,OPP N 232,35/18,56,Generic LED Lighting,Lighting Column,800,No,529099,184370,-0.139702,51.543472,POINT (-0.139702 51.543472),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
704938,FOOTPATH FROM 53 CHESTER ROAD TO CROFTDOWN ROAD,Highgate,NW5 1HB,R/O 118 CROFTDOWN ROAD,35/18,21,Generic LED Lighting,Lighting Column,500,No,528756,186476,-0.143875,51.562476,POINT (-0.143875 51.562476),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
7011000,THEOBALD'S ROAD,Holborn and Covent Garden,WC1R 5BH,ON C/I OPP NO 24 AT J/W JOHN ST,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,700,No,530882,181925,-0.114913,51.521089,POINT (-0.114913 51.521089),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
702666,DOWNSHIRE HILL,Hampstead Town,NW3 1BJ,1 ST FROM EAST HEATH ROAD,35/18,60,Cosmopolis,Lighting Column,600,Yes,527095,185868,-0.168044,51.557389,POINT (-0.168044 51.557389),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
70767,BELSIZE ROAD,Kilburn,NW6 4AA,OPP J/W KILBURN VALE,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,525555,183705,-0.191018,51.538294,POINT (-0.191018 51.538294),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
704241,DARTMOUTH PARK AVENUE,Highgate,NW5 1JD,S/O NO 79 DARTMOUTH PARK HILL,35/18,29,Generic LED Lighting,Lighting Column,600,No,528957,186403,-0.141004,51.561774,POINT (-0.141004 51.561774),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
707487,ROCHESTER SQUARE,Cantelowes,NW1 9HJ,1 ST FROM CAMDEN ROAD,35/18,60,Cosmopolis,Lighting Column,800,No,529380,184423,-0.135633,51.543884,POINT (-0.135633 51.543884),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
701286,KILBURN HIGH ROAD,Kilburn,NW6 5UA,OPP 43,35/18,152,Generic LED Lighting,Lighting Column,1000,No,525530,183493,-0.191454,51.536394,POINT (-0.191454 51.536394),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
708038,EVERSHOLT STREET,St Pancras and Somers Town,NW1 1BL,OUTSIDE 176,35/18,152,Generic LED Lighting,Lighting Column,1000,No,529387,183125,-0.136009,51.532217,POINT (-0.136009 51.532217),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
706179,LEIGHTON ROAD,Kentish Town,NW5 2QL,OPP.LEIGHTON GROVE,35/18,42,Generic LED Lighting,Lighting Column,800,No,529363,185187,-0.135597,51.550754,POINT (-0.135597 51.550754),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
706362,WILMOT PLACE,Cantelowes,NW1 9JP,O/S NO 6,35/18,50,Generic LED Lighting,Lighting Column,500,No,529229,184484,-0.137787,51.544467,POINT (-0.137787 51.544467),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
701209,GREVILLE PLACE,Kilburn,NW6 5JU,S/O NO. 24,35/18,50,Generic LED Lighting,Lighting Column,600,No,525920,183542,-0.185817,51.536748,POINT (-0.185817 51.536748),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
7010726,LEATHER LANE,Holborn and Covent Garden,EC1N 7TJ,O/S 45-49,35/18,51,Generic LED Lighting,Lighting Column,500,No,531252,181867,-0.109605,51.520482,POINT (-0.109605 51.520482),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
7010963,SAFFRON STREET,Holborn and Covent Garden,EC1N 8XA,S/O NO. 5,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,531423,181978,-0.1071,51.52144,POINT (-0.1071 51.52144),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
70769,BELSIZE ROAD,Kilburn,NW6 4AA,AT J/W KILBURN PRIORY,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,525606,183741,-0.190271,51.538606,POINT (-0.190271 51.538606),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
70214,FORTUNE GREEN ROAD,Fortune Green,NW6 1DU,O/S 29,35/18,86,Generic LED Lighting,Lighting Column,800,No,525134,185450,-0.196465,51.55407,POINT (-0.196465 51.55407),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:55 AM
702428,SANDY ROAD,Hampstead Town,NW3 7EY,OPP NO 3,35/18,90,Cosmopolis,Lighting Column,400,Yes,526012,186945,-0.183273,51.56731,POINT (-0.183273 51.56731),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
704983,ALLCROFT ROAD,Haverstock,NW5 4NE,BY NO.18,35/18,61,Generic LED Lighting,Lighting Column,600,No,528302,184982,-0.150966,51.549153,POINT (-0.150966 51.549153),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
90158,CHALK FARM ROAD,Haverstock,NW1 8AH,,35/18,16,LED Street Lights,Uplighter,0,,528523,184261,-0.148044,51.542623,POINT (-0.148044 51.542623),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
709293,HEATHCOTE STREET,King's Cross,WC1N 2NU,F/O SIDE OF KINGSWAY COLLEGE,35/18,83,Generic LED Lighting,Lighting Column,800,No,530539,182485,-0.119647,51.526201,POINT (-0.119647 51.526201),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
709825,DYOTT STREET,Bloomsbury,WC1B 3QD,OPP. LC 13,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,529960,181511,-0.128348,51.517581,POINT (-0.128348 51.517581),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
706510,CHALCOT CRESCENT,Camden Town with Primrose Hill,NW1 8YD,O/S NO 40,35/18,7,Light Emitting Diodes (LEDs),Lighting Column,300,No,527972,184008,-0.156077,51.540475,POINT (-0.156077 51.540475),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
704936,TWISDEN ROAD,Highgate,NW5 1DJ,S/O NO 56 CHETWYND RD,35/18,70,High Pressure Sodium,Lighting Column,500,No,528790,185983,-0.143565,51.558038,POINT (-0.143565 51.558038),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:03 AM
708759,TOTTENHAM MEWS,Bloomsbury,W1T 4AB,OPP NO 6,35/18,60,Cosmopolis,Lighting Column,600,No,529342,181779,-0.137151,51.520131,POINT (-0.137151 51.520131),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
707696,YORK WAY,Cantelowes,N7 9GY,OPPOSITE 204/224,35/18,140,Cosmopolis,Lighting Column,1000,No,530081,184220,-0.125605,51.541898,POINT (-0.125605 51.541898),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:07 AM
7011168,TOTTENHAM COURT ROAD,Bloomsbury,W1T 7HA,O/S NO 170,35/18,250,High Pressure Sodium,Lighting Column,800,No,529399,182067,-0.136224,51.522706,POINT (-0.136224 51.522706),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
706984,ST GEORGE'S TERRACE,Camden Town with Primrose Hill,NW1 8XH,FRONT OF N 7,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,527820,184000,-0.15827,51.540437,POINT (-0.15827 51.540437),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
702960,LAWN ROAD,Gospel Oak,NW3 2EN,O/S NO 32,35/18,21,Generic LED Lighting,Lighting Column,500,No,527539,185363,-0.161826,51.55275,POINT (-0.161826 51.55275),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
703978,PRIMROSE HILL ROAD,Swiss Cottage,NW8 7ED,IDEM,35/18,48,Generic LED Lighting,Lighting Column,1000,No,527612,184045,-0.161252,51.540889,POINT (-0.161252 51.540889),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7010465,BEDFORD ROW,Holborn and Covent Garden,WC1R 4EB,O/S 23,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,530782,181865,-0.116376,51.520573,POINT (-0.116376 51.520573),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
703184,SOUTH HILL PARK,Hampstead Town,NW3 2SB,O/S 28,35/18,60,Cosmopolis,Lighting Column,500,No,527300,185763,-0.165127,51.556399,POINT (-0.165127 51.556399),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:00 AM
570995,MONMOUTH STREET,Holborn and Covent Garden,WC2H 9DG,O/S 73,35/18,60,Cosmopolis,Wall Light,,,530060,181001,-0.127095,51.512975,POINT (-0.127095 51.512975),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
706870,PRINCE ALBERT ROAD,Regent's Park,NW1 7SR,BY 10,35/18,104,LED Street Lights,Lighting Column,800,No,528396,183676,-0.150087,51.537395,POINT (-0.150087 51.537395),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
706439,ALBERT STREET,Regent's Park,NW1 7RX,S/O NO. 27,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,528853,183569,-0.143541,51.536329,POINT (-0.143541 51.536329),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:05 AM
708660,RICHARDSON'S MEWS,Bloomsbury,W1T 6BS,OPP NO 1,35/18,39,Generic LED Lighting,Lighting Column,500,Yes,529095,182167,-0.140567,51.523675,POINT (-0.140567 51.523675),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
709246,GUILFORD STREET,King's Cross,WC1N 1DN,O/S CLUB NO. 93,35/18,150,High Pressure Sodium,Lighting Column,800,No,530497,182174,-0.120367,51.523416,POINT (-0.120367 51.523416),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
708416,FITZROY STREET,Bloomsbury,W1T 4QB,ON C/I AT J/W HOWLAND ST,Continuous,6,LED Belisha Beacons (Undimmed),Lighting Column,300,No,529300,181912,-0.137707,51.521336,POINT (-0.137707 51.521336),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
709664,BEDFORD SQUARE,Bloomsbury,WC1B 3HX,FRONT OF N 42,35/18,33,Generic LED Lighting,Lighting Column,400,Yes,529838,181596,-0.130074,51.518373,POINT (-0.130074 51.518373),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
709022,BURTON PLACE,King's Cross,WC1H 9EH,S/O NO 45 CARTWRIGHT GARDENS,35/18,60,Generic LED Lighting,Lighting Column,800,No,529987,182510,-0.12759,51.526553,POINT (-0.12759 51.526553),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:08 AM
704846,SPENCER RISE,Highgate,NW5 1AP,OUTSIDE 16,35/18,51,Generic LED Lighting,Lighting Column,500,No,528879,185983,-0.142282,51.558018,POINT (-0.142282 51.558018),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:02 AM
702373,PRINCE ARTHUR ROAD,Hampstead Town,NW3 1RE,J/O GREENHILL R.H.S,35/18,42,Generic LED Lighting,Lighting Column,500,No,526560,185620,-0.175847,51.55528,POINT (-0.175847 51.55528),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:59 AM
709123,EYRE STREET HILL,Holborn and Covent Garden,EC1R 5ET,1 ST FROM WARNER STREET,35/18,29,Generic LED Lighting,Lighting Column,500,No,531182,182162,-0.110504,51.523149,POINT (-0.110504 51.523149),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:09 AM
704135,CHESTER ROAD,Highgate,N19 5TZ,OPPOSTE CHESTER HOUSE,35/18,86,Generic LED Lighting,Lighting Column,800,No,528695,186639,-0.144695,51.563955,POINT (-0.144695 51.563955),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7010616,GREAT TURNSTILE,Holborn and Covent Garden,WC1V 7HH,NEAR JUNCTION WITH HOLBORN,35/18,70,High Pressure Sodium,Lighting Column,500,Yes,530837,181562,-0.115696,51.517837,POINT (-0.115696 51.517837),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
7010302,SHELTON STREET,Holborn and Covent Garden,WC2H 9JQ,FRONT OF N 71,35/18,60,Cosmopolis,Lighting Column,500,No,530306,181209,-0.123475,51.514787,POINT (-0.123475 51.514787),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:10 AM
701202,GREVILLE PLACE,Kilburn,NW6 5JP,O/S 3,35/18,50,Generic LED Lighting,Lighting Column,600,No,525813,183390,-0.187413,51.535406,POINT (-0.187413 51.535406),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:57 AM
707146,BLAKENEY CLOSE,St Pancras and Somers Town,NW1 0BR,O/S 8,35/18,60,Cosmopolis,Lighting Column,600,No,529530,184033,-0.133614,51.540345,POINT (-0.133614 51.540345),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:06 AM
703594,COLLEGE CRESCENT,Frognal and Fitzjohns,NW3 5DR,OPP J/W BELSIZE PARK,35/18,56,Generic LED Lighting,Lighting Column,800,No,526607,184519,-0.175565,51.545375,POINT (-0.175565 51.545375),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7011603,HAVERSTOCK HILL,Gospel Oak,NW3 2AY,O/S 152,35/18,61,Generic LED Lighting,Lighting Column,800,Yes,527536,184938,-0.162023,51.548931,POINT (-0.162023 51.548931),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:12 AM
7010946,RED LION SQUARE,Holborn and Covent Garden,WC1B 4AF,S/O LC 2,35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,530579,181672,-0.119372,51.518885,POINT (-0.119372 51.518885),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
705785,BARTHOLOMEW ROAD,Kentish Town,NW1 9QB,FRONT OF ABBEY TAVERN,35/18,90,Cosmopolis,Lighting Column,800,No,528975,184619,-0.141398,51.545738,POINT (-0.141398 51.545738),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:04 AM
70954,CANFIELD GARDENS,Swiss Cottage,NW6 3LB,"O/S NO 38, J/W FAIRHAZEL GARDENS",35/18,6,Light Emitting Diodes (LEDs),Lighting Column,300,No,526059,184448,-0.183489,51.544859,POINT (-0.183489 51.544859),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:33:56 AM
703565,BROXWOOD WAY,Swiss Cottage,NW8 7QJ,END OF CUL-DE-SAC,35/18,61,Generic LED Lighting,Lighting Column,500,No,527414,183655,-0.164246,51.537429,POINT (-0.164246 51.537429),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:01 AM
7010913,RED LION STREET,Holborn and Covent Garden,WC1V 6LS,"OPP NO 77, J/W HIGH HOLBORN",35/18,42,Generic LED Lighting,Lighting Column,600,No,530777,181605,-0.116545,51.518237,POINT (-0.116545 51.518237),Plotted By Council Officer,http://opendatacommunities.org/id/london-borough-council/camden,10/02/2022 08:34:11 AM
